a_age,a_gender,a_race,crime,weapon
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
42,M,White,Murder and Nonnegligent Manslaughter,Handgun
42,M,White,Murder and Nonnegligent Manslaughter,Handgun
42,M,White,Murder and Nonnegligent Manslaughter,Handgun
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
24,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
22,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Rifle
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
21,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
37,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
37,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
37,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
41,F,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
41,F,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
41,F,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
41,F,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
41,F,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
41,F,Black or African American,Murder and Nonnegligent Manslaughter,Personal Weapons
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
41,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
41,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
41,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
27,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
41,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
41,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
41,F,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
32,F,Black or African American,Murder and Nonnegligent Manslaughter,Fire/Incendiary Device
32,F,Black or African American,Murder and Nonnegligent Manslaughter,Fire/Incendiary Device
32,F,Black or African American,Murder and Nonnegligent Manslaughter,Fire/Incendiary Device
39,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
39,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
39,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
39,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
39,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
39,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
39,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
39,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
39,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
48,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
48,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
48,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
48,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
48,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
48,M,White,Murder and Nonnegligent Manslaughter,Blunt Object
36,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
36,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
36,M,Black or African American,Murder and Nonnegligent Manslaughter,Firearm
18,M,White,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
18,M,White,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
18,M,White,Murder and Nonnegligent Manslaughter,Handgun (Automatic)
19,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
19,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
19,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
28,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
28,M,White,Murder and Nonnegligent Manslaughter,Handgun
28,M,White,Murder and Nonnegligent Manslaughter,Handgun
28,M,White,Murder and Nonnegligent Manslaughter,Handgun
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
20,M,Black or African American,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
27,M,White,Murder and Nonnegligent Manslaughter,Shotgun
27,M,White,Murder and Nonnegligent Manslaughter,Shotgun
27,M,White,Murder and Nonnegligent Manslaughter,Shotgun
27,M,White,Murder and Nonnegligent Manslaughter,Shotgun
27,M,White,Murder and Nonnegligent Manslaughter,Shotgun
27,M,White,Murder and Nonnegligent Manslaughter,Shotgun
27,M,White,Murder and Nonnegligent Manslaughter,Shotgun
27,M,White,Murder and Nonnegligent Manslaughter,Shotgun
27,M,White,Murder and Nonnegligent Manslaughter,Shotgun
27,M,White,Murder and Nonnegligent Manslaughter,Shotgun
27,M,White,Murder and Nonnegligent Manslaughter,Shotgun
27,M,White,Murder and Nonnegligent Manslaughter,Shotgun
27,M,White,Murder and Nonnegligent Manslaughter,Shotgun
27,M,White,Murder and Nonnegligent Manslaughter,Shotgun
27,M,White,Murder and Nonnegligent Manslaughter,Shotgun
27,M,White,Murder and Nonnegligent Manslaughter,Shotgun
27,M,White,Murder and Nonnegligent Manslaughter,Shotgun
27,M,White,Murder and Nonnegligent Manslaughter,Shotgun
23,F,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
23,F,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
23,F,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
31,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
31,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
31,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
20,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
20,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
20,M,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
32,F,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
32,F,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
32,F,White,Murder and Nonnegligent Manslaughter,Knife/Cutting Instrument
46,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
46,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
46,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
23,F,White,Murder and Nonnegligent Manslaughter,Personal Weapons
23,F,White,Murder and Nonnegligent Manslaughter,Personal Weapons
23,F,White,Murder and Nonnegligent Manslaughter,Personal Weapons
18,M,Black or African American,Negligent Manslaughter,Handgun
18,M,Black or African American,Negligent Manslaughter,Handgun
18,M,Black or African American,Negligent Manslaughter,Handgun
32,M,White,Murder and Nonnegligent Manslaughter,Firearm
32,M,White,Murder and Nonnegligent Manslaughter,Firearm
32,M,White,Murder and Nonnegligent Manslaughter,Firearm
60,M,Black or African American,Murder and Nonnegligent Manslaughter,Motor Vehicle/Vessel
60,M,Black or African American,Murder and Nonnegligent Manslaughter,Motor Vehicle/Vessel
60,M,Black or African American,Murder and Nonnegligent Manslaughter,Motor Vehicle/Vessel
23,M,White,Murder and Nonnegligent Manslaughter,Handgun
23,M,White,Murder and Nonnegligent Manslaughter,Handgun
23,M,White,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
24,M,White,Murder and Nonnegligent Manslaughter,Rifle
24,M,White,Murder and Nonnegligent Manslaughter,Rifle
24,M,White,Murder and Nonnegligent Manslaughter,Rifle
24,M,White,Murder and Nonnegligent Manslaughter,Rifle
24,M,White,Murder and Nonnegligent Manslaughter,Rifle
24,M,White,Murder and Nonnegligent Manslaughter,Rifle
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
25,M,Black or African American,Murder and Nonnegligent Manslaughter,Handgun
